Gene ID,Gene Symbol,WT Control,WT Fracture,DTR Control,DTR fracture,LogFC WT Fx vs WT Ctrl,LogFC DTR Fx vs WT FX,LogFC DTR Fx vs DTR Ctrl,LogFC DTR Ctrl vs WT Ctrl,SD WT Control,SD WT Fracture,SD DTR Control,SD DTR Fracture,SEM WT Control,SEM WT Fracture,SEM DTR Control,SEM DTR Fracture
ENSMUSG00000042644.9,Itpr3,92,78,80.33333333,58,-0.2382,-0.4274,-0.4699,-0.1956,30.3150,13.5462,29.7041,64.2573,13.5573,6.0581,17.1497,37.0990
ENSMUSG00000042647.13,Acad12,117.4,128.2,92.66666667,55.66666667,0.1270,-1.2035,-0.7352,-0.3413,74.1033,59.1075,37.2872,47.8156,33.1400,26.4337,21.5278,27.6064
ENSMUSG00000042650.3,Alkbh5,262.8,241.6,292.3333333,238.3333333,-0.1213,-0.0196,-0.2946,0.1536,113.2639,45.2250,78.1430,95.5214,50.6531,20.2252,45.1159,55.1493
ENSMUSG00000042659.15,Arrdc4,150.8,209.4,250.3333333,156.6666667,0.4736,-0.4186,-0.6762,0.7312,89.3879,16.3646,41.6453,127.0525,39.9755,7.3185,24.0439,73.3538
ENSMUSG00000042660.8,Wdr55,165.4,208.2,250,161.3333333,0.3320,-0.3679,-0.6319,0.5960,89.5673,45.3509,78.5430,82.5671,40.0557,20.2815,45.3468,47.6702
ENSMUSG00000042670.5,Immp1l,423.8,679.4,549.6666667,416.3333333,0.6809,-0.7065,-0.4008,0.3752,86.0215,210.0055,195.5002,113.2887,38.4700,93.9173,112.8721,65.4073
ENSMUSG00000042675.15,Ypel3,2299,3592.4,3941.666667,2771,0.6439,-0.3745,-0.5084,0.7778,942.3635,659.0640,207.7747,904.2173,421.4378,294.7424,119.9588,522.0501
ENSMUSG00000042677.7,Zc3h12a,60.6,47,53.66666667,60.33333333,-0.3667,0.3603,0.1689,-0.1753,23.1366,10.0250,10.2632,29.6704,10.3470,4.4833,5.9255,17.1302
ENSMUSG00000042682.9,Selenok,2287.2,3470.6,3377.333333,2550.333333,0.6016,-0.4445,-0.4052,0.5623,646.9874,781.4313,211.6727,714.3398,289.3416,349.4667,122.2093,412.4243
ENSMUSG00000042684.8,Npl,407,646.8,380.6666667,403,0.6683,-0.6825,0.0823,-0.0965,164.9242,33.8334,9.0185,256.5015,73.7564,15.1308,5.2068,148.0912
ENSMUSG00000042688.16,Mapk6,143.6,120,171,92,-0.2590,-0.3833,-0.8943,0.2519,83.9393,73.7936,47.2864,55.5698,37.5388,33.0015,27.3008,32.0832
ENSMUSG00000042694.17,Stn1,196.4,254.6,219.6666667,126,0.3744,-1.0148,-0.8019,0.1615,76.8720,52.9179,39.5264,61.7333,34.3782,23.6656,22.8206,35.6417
ENSMUSG00000042699.11,Dhx9,456.2,452,635.6666667,726,-0.0133,0.6836,0.1917,0.4786,145.0765,125.0580,104.8872,354.6096,64.8802,55.9276,60.5567,204.7340
ENSMUSG00000042700.16,Sipa1l1,276.4,291.8,290.6666667,188.6666667,0.0782,-0.6291,-0.6235,0.0726,85.6464,33.3497,37.1663,87.9451,38.3022,14.9144,21.4580,50.7751
ENSMUSG00000042705.9,Commd10,157.2,189.4,189,180,0.2688,-0.0734,-0.0704,0.2658,87.1877,49.9029,48.5386,88.6397,38.9915,22.3173,28.0238,51.1762
ENSMUSG00000042709.15,Atpaf2,217,328.8,319,194.3333333,0.5995,-0.7587,-0.7150,0.5559,126.4931,38.6743,22.6053,119.8722,56.5694,17.2957,13.0512,69.2082
ENSMUSG00000042712.10,Tceal9,164,221.4,261.6666667,222.6666667,0.4330,0.0082,-0.2328,0.6740,23.7908,66.3762,26.6333,110.1832,10.6395,29.6843,15.3768,63.6143
ENSMUSG00000042719.17,Naa25,242.8,249.2,284.3333333,196.3333333,0.0375,-0.3440,-0.5343,0.2278,134.1238,62.0460,73.3303,151.8760,59.9820,27.7478,42.3373,87.6857
ENSMUSG00000042724.8,Map3k9,84.4,85.2,76,84.66666667,0.0136,-0.0091,0.1558,-0.1512,40.6977,20.0425,8.6603,52.5484,18.2005,8.9633,5.0000,30.3388
ENSMUSG00000042726.14,Trafd1,489.2,358.2,376,364.6666667,-0.4497,0.0258,-0.0442,-0.3797,150.9576,94.5764,93.9521,145.7749,67.5103,42.2959,54.2433,84.1632
ENSMUSG00000042729.11,Wdr74,464.6,632.6,601,420.6666667,0.4453,-0.5886,-0.5147,0.3714,186.6998,113.6499,48.5077,202.6927,83.4947,50.8258,28.0060,117.0247
ENSMUSG00000042734.6,Ttc9,161.4,170.4,105,106.6666667,0.0783,-0.6758,0.0227,-0.6203,53.4911,36.8890,53.7308,48.2113,23.9220,16.4973,31.0215,27.8348
ENSMUSG00000042737.9,Dpm3,735.2,424.2,375,1081.666667,-0.7934,1.3504,1.5283,-0.9712,872.0661,124.3491,72.5052,1005.6442,389.9998,55.6106,41.8609,580.6090
ENSMUSG00000042742.7,Bmt2,135.4,197.8,169.3333333,71.66666667,0.5468,-1.4647,-1.2405,0.3226,68.3542,26.5462,65.3631,23.4592,30.5689,11.8718,37.7374,13.5442
ENSMUSG00000042744.16,Hectd4,195,177.8,205.6666667,109.3333333,-0.1332,-0.7015,-0.9116,0.0768,51.7059,50.7366,60.3517,67.9877,23.1236,22.6901,34.8441,39.2527
ENSMUSG00000042745.9,Id1,16.2,30,30.66666667,12.33333333,0.8890,-1.2824,-1.3141,0.9207,11.4324,23.3666,14.6401,10.6927,5.1127,10.4499,8.4525,6.1734
ENSMUSG00000042747.12,Krtcap2,2961.4,2328.6,2025,3586.333333,-0.3468,0.6230,0.8246,-0.5484,2734.3787,636.9174,382.7676,2552.7527,1222.8513,284.8381,220.9910,1473.8325
ENSMUSG00000042759.12,Apobr,147.2,142.2,138.6666667,141.6666667,-0.0499,-0.0054,0.0309,-0.0862,72.7647,36.5472,22.8108,68.4130,32.5414,16.3444,13.1698,39.4982
ENSMUSG00000042770.8,Hebp1,36.6,46.4,62,47.66666667,0.3423,0.0389,-0.3793,0.7604,19.0342,12.4218,12.1244,16.2583,8.5123,5.5552,7.0000,9.3868
ENSMUSG00000042772.15,Smg7,204.8,195.8,175.3333333,147.6666667,-0.0648,-0.4070,-0.2478,-0.2241,79.3990,43.8087,14.6401,58.7310,35.5083,19.5918,8.4525,33.9084
ENSMUSG00000042787.15,Exog,293.6,335.8,305,236,0.1938,-0.5088,-0.3700,0.0550,201.1325,88.4630,84.5044,146.3796,89.9492,39.5619,48.7887,84.5123
ENSMUSG00000042790.16,Rnf214,78.8,139.8,113,72,0.8271,-0.9573,-0.6503,0.5201,62.5356,37.9368,11.5326,45.5302,27.9668,16.9658,6.6583,26.2869
ENSMUSG00000042810.14,Krba1,219.8,243.2,280,205.3333333,0.1460,-0.2442,-0.4475,0.3492,129.7332,67.3625,107.5872,105.3961,58.0184,30.1254,62.1155,60.8505
ENSMUSG00000042814.8,Mcts2,224.8,306.2,325,391.3333333,0.4458,0.3539,0.2680,0.5318,43.9909,97.4433,100.6429,143.7231,19.6733,43.5780,58.1062,82.9786
ENSMUSG00000042826.13,Fgf11,25.2,19.8,10.66666667,31.66666667,-0.3479,0.6775,1.5699,-1.2403,9.5760,13.4981,6.5064,36.6788,4.2825,6.0366,3.7565,21.1765
ENSMUSG00000042831.13,Alkbh6,575.4,791.2,940,684.6666667,0.4595,-0.2086,-0.4573,0.7081,302.2917,194.8864,72.7942,233.5323,135.1890,87.1558,42.0278,134.8299
ENSMUSG00000042834.15,Nrep,165,238.6,213,156.3333333,0.5321,-0.6100,-0.4462,0.3684,89.1992,35.2463,100.8514,101.6874,39.8911,15.7626,58.2266,58.7093
ENSMUSG00000042854.9,Trp53rkb,109,136.2,146.3333333,125.3333333,0.3214,-0.1200,-0.2235,0.4249,20.7966,27.0037,40.9186,44.1059,9.3005,12.0764,23.6244,25.4646
ENSMUSG00000042857.3,Gm9776,49,80,61,56,0.7072,-0.5146,-0.1234,0.3160,30.1081,33.3841,18.1934,32.7872,13.4648,14.9298,10.5040,18.9297
ENSMUSG00000042870.15,Tom1,430.6,518.8,513,336.6666667,0.2688,-0.6239,-0.6076,0.2526,282.1937,106.6053,145.9349,195.5258,126.2009,47.6754,84.2556,112.8869
ENSMUSG00000042901.10,Aida,58,57.2,70.33333333,70.33333333,-0.0200,0.2982,0.0000,0.2782,22.4944,16.4530,22.3681,18.5831,10.0598,7.3580,12.9142,10.7290
ENSMUSG00000042978.11,Sbk1,25.4,41.6,11.66666667,8.666666667,0.7118,-2.2630,-0.4288,-1.1224,11.1265,8.8204,6.1101,14.1539,4.9759,3.9446,3.5277,8.1718
ENSMUSG00000042992.15,Borcs5,120.4,176,175,114.6666667,0.5477,-0.6181,-0.6099,0.5395,87.3773,34.1028,26.2298,81.9288,39.0763,15.2512,15.1438,47.3016
ENSMUSG00000042997.13,Nhlrc3,554.6,654.2,661.3333333,491,0.2383,-0.4140,-0.4297,0.2539,287.0423,96.4453,125.0053,284.7806,128.3692,43.1317,72.1719,164.4182
ENSMUSG00000043004.13,Gng2,677.6,867,723.6666667,701.3333333,0.3556,-0.3059,-0.0452,0.0949,56.1988,103.0510,55.4737,192.2871,25.1328,46.0858,32.0278,111.0170
ENSMUSG00000043008.9,Klhl6,1642,2142.8,1905.333333,1440,0.3840,-0.5734,-0.4040,0.2146,1031.9196,574.4155,512.7322,994.4586,461.4885,256.8864,296.0261,574.1510
ENSMUSG00000043015.15,Nemp2,138.2,169,160,103,0.2903,-0.7144,-0.6354,0.2113,87.0500,53.9768,38.1576,67.2904,38.9299,24.1392,22.0303,38.8501
ENSMUSG00000043019.12,Edem3,71.8,85.4,62.33333333,36,0.2503,-1.2462,-0.7920,-0.2040,27.8604,33.7831,23.1157,37.4032,12.4595,15.1083,13.3458,21.5948
ENSMUSG00000043051.17,Disc1,64.8,78.2,91.66666667,57,0.2712,-0.4562,-0.6854,0.5004,38.3432,25.1336,11.1505,56.4269,17.1476,11.2401,6.4377,32.5781
ENSMUSG00000043059.16,Zfp513,392.2,448.4,551.3333333,454.3333333,0.1932,0.0190,-0.2792,0.4913,179.6544,44.2131,101.6186,206.5728,80.3439,19.7727,58.6695,119.2649
ENSMUSG00000043061.10,Tmem18,394.8,443.4,418.6666667,308.3333333,0.1675,-0.5241,-0.4413,0.0847,249.7523,121.3437,62.6844,184.2860,111.6926,54.2666,36.1909,106.3976
ENSMUSG00000043065.12,Spice1,37.2,54.2,21,14,0.5430,-1.9529,-0.5850,-0.8249,29.7271,8.7579,11.7898,14.0000,13.2944,3.9166,6.8069,8.0829
ENSMUSG00000043067.15,Dpy19l1,357.4,470.8,498.6666667,430.3333333,0.3976,-0.1297,-0.2126,0.4805,265.9225,92.0934,196.9399,357.9334,118.9242,41.1854,113.7033,206.6530
ENSMUSG00000043068.6,Fam89a,68.6,71.2,83.66666667,52.33333333,0.0537,-0.4441,-0.6769,0.2864,31.9578,18.3494,50.3322,37.5544,14.2920,8.2061,29.0593,21.6820
ENSMUSG00000043090.18,Zfp866,244,245.6,325.6666667,190.3333333,0.0094,-0.3678,-0.7749,0.4165,184.5169,54.7111,176.8172,123.9126,82.5185,24.4675,102.0855,71.5410
ENSMUSG00000043091.9,Tuba1c,1114.6,1506.4,1476.666667,1127.333333,0.4346,-0.4182,-0.3894,0.4058,538.0951,155.9753,222.6574,553.9696,240.6434,69.7543,128.5513,319.8345
ENSMUSG00000043131.14,Mob1a,1196.6,1255.4,1195.666667,842.3333333,0.0692,-0.5757,-0.5054,-0.0011,807.3313,352.0523,513.5429,670.2405,361.0495,157.4426,296.4941,386.9635
ENSMUSG00000043140.10,Tmem186,379.8,399.4,408,220,0.0726,-0.8603,-0.8911,0.1033,238.3059,82.9566,104.1729,85.2467,106.5736,37.0993,60.1443,49.2172
ENSMUSG00000043154.15,Ppp2r3a,24.8,27.4,14.33333333,29.66666667,0.1438,0.1147,1.0495,-0.7910,14.7547,10.2127,9.5044,7.0946,6.5985,4.5673,5.4874,4.0961
ENSMUSG00000043157.8,Arl11,919.6,1156.6,1214.333333,967.6666667,0.3308,-0.2573,-0.3276,0.4011,437.9838,144.8423,131.8497,271.9289,195.8723,64.7755,76.1234,156.9982
ENSMUSG00000043162.7,Pyurf,94.2,147.4,170,134,0.6459,-0.1375,-0.3433,0.8517,43.6658,38.6044,63.1744,51.0979,19.5279,17.2644,36.4737,29.5014
ENSMUSG00000043183.18,Simc1,50,64.6,58,35.66666667,0.3696,-0.8570,-0.7015,0.2141,21.1187,10.8766,8.0000,19.6299,9.4446,4.8642,4.6188,11.3333
ENSMUSG00000043190.14,Rfesd,150.6,200.4,250,185.6666667,0.4122,-0.1102,-0.4292,0.7312,53.8173,34.4790,48.2183,98.5715,24.0678,15.4195,27.8388,56.9103
ENSMUSG00000043207.10,Zmpste24,339.8,430.2,347.6666667,249,0.3403,-0.7889,-0.4816,0.0330,228.9415,98.8721,99.3042,172.7918,102.3857,44.2170,57.3333,99.7614
ENSMUSG00000043241.14,Upf2,91.2,61,62.33333333,109.3333333,-0.5802,0.8419,0.8107,-0.5490,97.1890,27.4500,12.4231,98.8551,43.4642,12.2760,7.1725,57.0740
ENSMUSG00000043243.15,Fam129c,42.8,33.6,34.33333333,24.66666667,-0.3491,-0.4459,-0.4770,-0.3180,31.1239,13.8672,16.1967,24.7857,13.9191,6.2016,9.3512,14.3101
ENSMUSG00000043252.8,Tmem64,520.4,630,586,401.3333333,0.2757,-0.6506,-0.5461,0.1713,310.7970,144.7118,174.3187,217.1505,138.9927,64.7171,100.6429,125.3719
ENSMUSG00000043257.15,Pigv,556,650,672.6666667,470,0.2254,-0.4678,-0.5172,0.2748,274.4686,99.2724,214.0498,348.6732,122.7461,44.3959,123.5817,201.3066
ENSMUSG00000043262.16,Uevld,53.4,73.8,63.66666667,49.66666667,0.4668,-0.5713,-0.3583,0.2537,36.6783,13.1415,26.4071,41.4045,16.4030,5.8771,15.2461,23.9049
ENSMUSG00000043263.13,Ifi209,157.2,64,129.6666667,73,-1.2965,0.1898,-0.8288,-0.2778,75.9651,25.4067,56.1456,61.5792,33.9726,11.3622,32.4157,35.5528
ENSMUSG00000043279.9,Trim56,277.6,329.4,376.3333333,366.6666667,0.2468,0.1546,-0.0375,0.4390,72.8169,59.1971,37.6475,62.1396,32.5647,26.4738,21.7358,35.8763
ENSMUSG00000043282.3,Teddm1b,20.4,10.4,13,15.33333333,-0.9720,0.5601,0.2382,-0.6501,21.1731,6.5803,6.5574,7.3711,9.4689,2.9428,3.7859,4.2557
ENSMUSG00000043284.12,Tmem11,905.2,1376.4,1442,899.6666667,0.6046,-0.6134,-0.6806,0.6718,408.4981,211.7175,208.7989,515.7580,182.6859,94.6829,120.5501,297.7730
ENSMUSG00000043290.6,Zfp784,63.2,102.6,113.6666667,75.33333333,0.6990,-0.4457,-0.5934,0.8468,55.5131,27.6821,2.0817,85.3307,24.8262,12.3798,1.2019,49.2657
ENSMUSG00000043300.2,B3galnt1,692.2,1077.2,937,627.6666667,0.6380,-0.7792,-0.5781,0.4369,393.5342,177.3815,111.1396,411.0685,175.9939,79.3274,64.1665,237.3305
ENSMUSG00000043311.7,D17H6S53E,55.4,58.4,32.66666667,66.33333333,0.0761,0.1838,1.0219,-0.7621,21.4663,12.3814,10.9697,27.5015,9.6000,5.5371,6.3333,15.8780
ENSMUSG00000043323.17,Fbrsl1,918.6,873.6,969.6666667,859.3333333,-0.0725,-0.0238,-0.1743,0.0781,408.8059,92.1727,273.6281,282.7036,182.8236,41.2209,157.9793,163.2190
ENSMUSG00000043336.14,Filip1l,39.8,57.4,32.66666667,60.66666667,0.5283,0.0799,0.8931,-0.2849,42.1983,18.6762,37.5411,34.0783,18.8717,8.3522,21.6744,19.6751
ENSMUSG00000043372.12,Hexim2,37.2,35.4,36.33333333,23.66666667,-0.0716,-0.5809,-0.6184,-0.0340,25.4500,7.7330,21.5019,24.6847,11.3816,3.4583,12.4141,14.2517
ENSMUSG00000043384.15,Gprasp1,88.8,77.8,73,12.66666667,-0.1908,-2.6187,-2.5269,-0.2827,54.7513,8.7293,14.7309,7.5719,24.4855,3.9038,8.5049,4.3716
ENSMUSG00000043391.10,2510009E07Rik,203.6,211.4,241,196,0.0542,-0.1091,-0.2982,0.2433,87.9307,40.6116,87.5043,40.6325,39.3238,18.1620,50.5206,23.4592
ENSMUSG00000043411.15,Usp48,323.4,340.2,376.6666667,316.6666667,0.0731,-0.1034,-0.2503,0.2200,175.4489,50.1717,44.6132,186.7467,78.4631,22.4375,25.7574,107.8183
ENSMUSG00000043415.5,Otud1,433,545.2,566.6666667,403.3333333,0.3324,-0.4348,-0.4905,0.3881,261.7585,140.3699,178.1750,265.0308,117.0619,62.7753,102.8694,153.0156
ENSMUSG00000043419.11,Rnf227,92.8,139.2,91,122.6666667,0.5850,-0.1824,0.4308,-0.0283,22.7530,35.3440,20.0749,16.0728,10.1755,15.8063,11.5902,9.2796
ENSMUSG00000043421.8,Hilpda,242.6,390.8,320,302.6666667,0.6879,-0.3687,-0.0803,0.3995,122.3757,93.3740,44.5309,151.0971,54.7281,41.7581,25.7099,87.2360
ENSMUSG00000043424.10,Eif3j2,25.4,42.2,36.33333333,34.66666667,0.7324,-0.2837,-0.0677,0.5165,20.4157,12.2147,22.7230,25.3837,9.1302,5.4626,13.1191,14.6553
ENSMUSG00000043432.7,Leng9,114.6,170.8,131,134.3333333,0.5757,-0.3465,0.0363,0.1930,60.9204,30.6137,35.3836,55.1029,27.2444,13.6909,20.4287,31.8137
ENSMUSG00000043439.5,Epop,11.6,22.8,12.33333333,10.33333333,0.9749,-1.1417,-0.2553,0.0884,10.1390,8.7006,3.2146,8.6217,4.5343,3.8910,1.8559,4.9777
ENSMUSG00000043445.7,Pgp,539.8,627.4,649.6666667,477.3333333,0.2170,-0.3944,-0.4447,0.2673,168.6704,81.9469,81.0021,85.5648,75.4317,36.6478,46.7666,49.4009
ENSMUSG00000043456.17,Zfp536,50.8,29.2,40.33333333,27.66666667,-0.7989,-0.0778,-0.5438,-0.3329,40.7885,20.2040,6.6583,5.1316,18.2412,9.0355,3.8442,2.9627
ENSMUSG00000043467.19,Zbtb37,77,82.8,83.33333333,84.33333333,0.1048,0.0265,0.0172,0.1140,50.2792,40.1958,26.8390,42.7122,22.4856,17.9761,15.4955,24.6599
ENSMUSG00000043483.4,Gm6863,24.8,32.4,35.33333333,30.33333333,0.3857,-0.0951,-0.2201,0.5107,11.0544,14.2232,13.5769,14.0475,4.9437,6.3608,7.8387,8.1104
ENSMUSG00000043505.8,Gimap5,28.2,37.6,17.33333333,0,0.4150,#NUM!,#NUM!,-0.7021,29.7775,12.2597,21.7332,0.0000,13.3169,5.4827,12.5477,0.0000
ENSMUSG00000043510.12,Hscb,162.4,252.8,298.6666667,242,0.6384,-0.0630,-0.3035,0.8790,36.3909,93.7107,76.7876,74.4849,16.2745,41.9087,44.3333,43.0039
ENSMUSG00000043535.13,Setx,43.4,48.6,67.33333333,56.66666667,0.1633,0.2215,-0.2488,0.6336,13.9392,13.5757,6.5064,28.3608,6.2338,6.0712,3.7565,16.3741
ENSMUSG00000043542.12,Zc2hc1a,45.8,62,51,61,0.4369,-0.0235,0.2583,0.1551,14.9399,14.3353,10.0000,17.4356,6.6813,6.4109,5.7735,10.0664
ENSMUSG00000043556.10,Fbxl7,18.2,21.4,21.33333333,22.33333333,0.2337,0.0616,0.0661,0.2292,12.0083,11.3930,11.0151,32.6548,5.3703,5.0951,6.3596,18.8532
ENSMUSG00000043557.16,Mdga1,6.6,13,26.66666667,9.666666667,0.9780,-0.4274,-1.4639,2.0145,6.5038,9.1378,9.2916,6.1101,2.9086,4.0866,5.3645,3.5277
ENSMUSG00000043572.7,Pars2,82.4,111.8,84.66666667,66.66666667,0.4402,-0.7459,-0.3448,0.0391,58.2435,40.2144,14.9778,43.7759,26.0473,17.9844,8.6474,25.2741
ENSMUSG00000043592.15,Unc5cl,16,25.2,17.66666667,16.33333333,0.6554,-0.6256,-0.1132,0.1430,17.5642,18.2264,9.2916,19.6554,7.8549,8.1511,5.3645,11.3480
ENSMUSG00000043602.5,Zfp3,72.6,126.2,149,87,0.7977,-0.5366,-0.7762,1.0373,40.7958,21.9477,50.2693,30.0500,18.2445,9.8153,29.0230,17.3494
ENSMUSG00000043633.6,Fam221b,119.6,49.6,64.33333333,129.6666667,-1.2698,1.3864,1.0112,-0.8946,141.0578,23.2336,15.3080,83.0321,63.0830,10.3904,8.8380,47.9386
ENSMUSG00000043644.4,0610009L18Rik,74.4,84.8,101,79.66666667,0.1888,-0.0901,-0.3423,0.4410,51.3644,45.2018,21.0713,40.7962,22.9709,20.2148,12.1655,23.5537
ENSMUSG00000043664.7,Tmem221,162.4,233.6,312.3333333,260.3333333,0.5245,0.1563,-0.2627,0.9435,89.4947,31.5087,198.5254,124.2310,40.0232,14.0911,114.6187,71.7248
ENSMUSG00000043671.14,Dpy19l3,82.2,124.8,50,21,0.6024,-2.5712,-1.2515,-0.7172,38.7324,37.9961,36.5923,22.0681,17.3217,16.9924,21.1266,12.7410
ENSMUSG00000043683.4,Fem1a,563.4,602.2,466.6666667,369,0.0961,-0.7066,-0.3388,-0.2718,281.9057,148.2926,95.0070,133.4054,126.0720,66.3185,54.8523,77.0216
ENSMUSG00000043702.9,Pde12,159.8,247.4,215.6666667,164.3333333,0.6306,-0.5902,-0.3922,0.4325,84.8009,16.9056,39.5264,72.9200,37.9241,7.5604,22.8206,42.1004
ENSMUSG00000043716.13,Rpl7,4727.2,7133.6,8513.666667,6292,0.5936,-0.1811,-0.4363,0.8488,1933.7098,1831.5886,744.1400,2814.0695,864.7813,819.1113,429.6294,1624.7038
ENSMUSG00000043733.14,Ptpn11,248.8,375.2,377.3333333,265.3333333,0.5927,-0.4999,-0.5080,0.6009,106.3823,82.9138,74.9689,87.8484,47.5756,37.0802,43.2833,50.7193
ENSMUSG00000043740.15,B430306N03Rik,556.6,407,498.3333333,453,-0.4516,0.1545,-0.1376,-0.1595,319.0248,142.3886,146.8888,283.4378,142.6722,63.6781,84.8063,163.6429
ENSMUSG00000043770.10,Gm12481,371.4,261.6,310.3333333,618.6666667,-0.5056,1.2418,0.9953,-0.2592,390.4937,84.0791,89.9185,475.1266,174.6341,37.6013,51.9145,274.3145
ENSMUSG00000043794.8,D830025C05Rik,97,51.2,38.33333333,98.66666667,-0.9218,0.9464,1.3640,-1.3394,66.4944,19.0053,4.9329,72.8309,29.7372,8.4994,2.8480,42.0489
ENSMUSG00000043801.7,Oaz1-ps,49.6,78.6,81.33333333,64,0.6642,-0.2965,-0.3458,0.7135,24.5825,15.4208,2.3094,35.3412,10.9936,6.8964,1.3333,20.4042
ENSMUSG00000043831.12,Lysmd4,49.6,58.8,36.66666667,62,0.2455,0.0765,0.7578,-0.4359,26.9314,31.3959,36.0185,84.1487,12.0441,14.0407,20.7953,48.5833
ENSMUSG00000043832.13,Clec4a3,1201.2,1873.6,1600.333333,1569.333333,0.6413,-0.2557,-0.0282,0.4139,227.4922,228.8434,487.6775,248.2546,101.7376,102.3419,281.5607,143.3298
ENSMUSG00000043833.6,2900005J15Rik,204.4,231.8,321.6666667,302.3333333,0.1815,0.3833,-0.0894,0.6542,134.7880,54.5637,95.5528,116.7619,60.2790,24.4016,55.1674,67.4125
ENSMUSG00000043866.11,Taf10,804.8,1229.2,1254.333333,1188,0.6110,-0.0492,-0.0784,0.6402,152.8732,348.4146,202.8037,327.4004,68.3670,155.8157,117.0888,189.0247
ENSMUSG00000043872.14,Zmym1,72,31.6,43.33333333,26.66666667,-1.1881,-0.2449,-0.7004,-0.7325,17.3061,35.6763,36.6106,19.7569,7.7395,15.9549,21.1371,11.4066
ENSMUSG00000043881.9,Kbtbd7,150,163,102.3333333,99.66666667,0.1199,-0.7097,-0.0381,-0.5517,106.0684,41.4065,36.6924,69.9738,47.4352,18.5176,21.1844,40.3994
ENSMUSG00000043885.14,Slc36a4,122.4,131.4,147.3333333,139.3333333,0.1024,0.0846,-0.0805,0.2675,57.1034,19.5525,30.2379,81.2424,25.5374,8.7441,17.4579,46.9053
ENSMUSG00000043895.6,S1pr2,172.4,240,261.6666667,153.3333333,0.4773,-0.6464,-0.7711,0.6020,80.5220,100.6554,114.7446,67.0249,36.0106,45.0144,66.2479,38.6968
ENSMUSG00000043909.16,Trp53bp1,250.6,245.6,359.6666667,276.3333333,-0.0291,0.1701,-0.3803,0.5213,143.6081,67.8403,134.2436,114.1592,64.2235,30.3391,77.5056,65.9099
ENSMUSG00000043923.8,Ccdc84,317.8,354.4,431.6666667,357,0.1573,0.0105,-0.2740,0.4418,122.5753,28.0054,44.7698,139.5242,54.8173,12.5244,25.8478,80.5543
ENSMUSG00000043929.16,Klhl15,17.4,40.8,37.33333333,17.33333333,1.2295,-1.2350,-1.1069,1.1014,8.0808,25.0739,6.8069,13.0512,3.6139,11.2134,3.9299,7.5351
ENSMUSG00000043939.15,A530064D06Rik,79,39.2,78.66666667,51.33333333,-1.0110,0.3890,-0.6159,-0.0061,54.1249,24.5906,47.4377,18.0093,24.2054,10.9973,27.3882,10.3976
ENSMUSG00000043940.15,Wdfy3,1108.6,1123.8,1144.666667,846,0.0196,-0.4097,-0.4362,0.0462,566.8411,188.3659,334.4343,610.7987,253.4990,84.2398,193.0858,352.6448
ENSMUSG00000043943.14,Naalad2,231.6,302.2,400.3333333,272,0.3839,-0.1519,-0.5576,0.7896,150.5799,50.3011,208.7399,158.8112,67.3414,22.4953,120.5160,91.6897
ENSMUSG00000043953.12,Ccrl2,426.2,480.4,686,441,0.1727,-0.1235,-0.6374,0.6867,184.6069,55.9491,94.6942,201.3653,82.5587,25.0212,54.6717,116.2583
ENSMUSG00000043962.16,Thrap3,252,300.2,343.6666667,215.6666667,0.2525,-0.4771,-0.6722,0.4476,89.9138,49.5298,90.7212,119.2658,40.2107,22.1504,52.3779,68.8581
ENSMUSG00000043964.14,Orai3,1357.8,1917.2,1824.333333,1109,0.4977,-0.7897,-0.7181,0.4261,832.0212,433.6723,360.3128,723.8736,372.0912,193.9442,208.0267,417.9286
ENSMUSG00000043987.18,Cep164,187,132.4,146.3333333,297.6666667,-0.4981,1.1688,1.0244,-0.3538,136.3745,33.5306,21.5948,143.9768,60.9885,14.9953,12.4677,83.1251
ENSMUSG00000043991.5,Pura,197.6,170,178,125,-0.2170,-0.4436,-0.5099,-0.1507,72.8169,57.5587,48.8160,32.5115,32.5647,25.7410,28.1839,18.7705
ENSMUSG00000043993.6,2900052L18Rik,22.2,33.2,22.66666667,17.33333333,0.5806,-0.9376,-0.3870,0.0300,3.7014,13.1795,10.2144,7.5719,1.6553,5.8941,5.8973,4.3716
ENSMUSG00000043998.10,Mgat2,969.8,1260,1064.666667,698.3333333,0.3777,-0.8514,-0.6084,0.1346,550.3823,219.8863,272.6946,470.8570,246.1385,98.3362,157.4403,271.8494
ENSMUSG00000044018.3,Mrpl50,209,293.4,322,200.3333333,0.4894,-0.5505,-0.6847,0.6236,103.4795,41.8903,57.8187,72.4592,46.2774,18.7339,33.3816,41.8343
ENSMUSG00000044026.3,Slc35g1,26,41,21,18.33333333,0.6571,-1.1612,-0.1959,-0.3081,23.9061,16.2481,8.8882,23.2881,10.6911,7.2664,5.1316,13.4454
ENSMUSG00000044030.4,Irf2bp1,331.8,353.8,334,315.3333333,0.0926,-0.1661,-0.0830,0.0095,175.1619,78.5156,75.9408,174.0038,78.3348,35.1132,43.8444,100.4612
ENSMUSG00000044037.15,Als2cl,35,27,22.66666667,18,-0.3744,-0.5850,-0.3326,-0.6268,15.1162,10.7703,16.9214,19.3132,6.7602,4.8166,9.7696,11.1505
